timestamp,open,high,low,close,volume
1752364800000,117420.0,119488.0,117224.79,119086.64,9550.792947
1752451200000,119086.65,123218.0,118905.18,119841.18,27269.348877
1752537600000,119841.17,119940.83,115736.92,117758.09,32018.46083
1752624000000,117758.08,120063.84,117017.29,118630.43,17039.90851
1752710400000,118630.44,120998.71,117453.57,119177.56,15728.57651
1752796800000,119177.56,120820.71,116812.76,117924.84,19924.66266
1752883200000,117924.84,118499.9,117277.34,117840.0,6635.80306
1752969600000,117840.01,118856.8,116467.02,117265.12,12962.92889
1753056000000,117265.11,119676.73,116515.0,117380.36,17107.33128
1753142400000,117380.36,120247.8,116128.0,119954.42,20959.12973
1753228800000,119954.43,120090.0,117301.0,118755.99,14558.75083
1753315200000,118756.0,119450.0,117103.1,118340.99,15806.89043
1753401600000,118340.98,118451.57,114723.16,117614.31,38406.34873
1753488000000,117614.31,118297.35,117138.38,117919.99,6991.67206
1753574400000,117919.99,119766.65,117825.5,119415.55,9328.30919
1753660800000,119415.56,119800.0,117427.5,118062.32,13961.74754
1753747200000,118062.32,119273.36,116950.75,117950.76,15137.93445
1753833600000,117950.75,118792.0,115796.23,117840.3,15586.73631
1753920000000,117840.29,118922.45,115500.0,115764.08,17010.0073
1754006400000,115764.07,116052.0,112722.58,113297.93,24487.10206
1754092800000,113297.92,114063.49,112003.0,112546.35,11507.33428
1754179200000,112546.35,114799.97,111920.0,114208.8,7397.76046
1754265600000,114208.81,115720.0,114107.6,115055.03,9667.67916
1754352000000,115055.03,115127.81,112650.0,114129.75,12042.79078
1754438400000,114129.75,115716.0,113355.13,114992.27,9761.15318
1754524800000,114992.27,117621.0,114259.0,117472.01,13468.56263
1754611200000,117472.02,117630.0,115878.71,116674.74,10045.31278
1754697600000,116674.74,117944.05,116299.13,116462.25,9514.13144
1754784000000,116462.25,119311.11,116460.63,119294.01,14322.77073
1754870400000,119294.27,122335.16,118050.11,118686.0,26494.33429
1754956800000,118686.0,120324.43,118207.47,120134.08,16720.10893
1755043200000,120134.09,123667.79,118920.92,123306.43,23210.07102
1755129600000,123306.44,124474.0,117180.0,118295.09,27980.947586
1755216000000,118295.09,119216.82,116803.99,117342.05,13623.33874
1755302400000,117342.04,117898.99,117143.98,117380.66,6393.68117
1755388800000,117380.66,118575.0,117172.21,117405.01,5898.64192
1755475200000,117405.01,117543.75,114640.14,116227.05,17745.93954
1755561600000,116227.05,116725.69,112732.58,112872.94,18065.47424
1755648000000,112872.95,114615.38,112380.0,114271.24,15636.34194
1755734400000,114271.23,114821.76,112015.67,112500.0,10839.69235
1755820800000,112500.0,117429.05,111684.79,116935.99,23128.090369999998
1755907200000,116936.0,117030.0,114560.0,115438.05,11329.36197
1755993600000,115438.06,115666.68,110680.0,113493.59,21175.98462
1756080000000,113493.59,113667.28,109274.1,110111.98,25182.79379
1756166400000,110111.98,112371.0,108666.66,111763.22,18452.43877
1756252800000,111763.22,112625.0,110345.42,111262.01,13392.60875
1756339200000,111262.01,113485.9,110862.42,112566.9,11104.27744
1756425600000,112566.9,112638.64,107463.9,108377.4,22580.31045
1756512000000,108377.4,108926.15,107350.1,108816.33,10708.39159
1756598400000,108816.33,109480.02,108076.93,108246.35,9489.51596
1756684800000,108246.36,109912.4,107255.0,109237.42,16053.60219
1756771200000,109237.43,111771.52,108393.39,111240.01,18510.28756
1756857600000,111240.01,112575.27,110528.71,111705.71,11773.72084
1756944000000,111705.72,112180.0,109329.12,110730.87,12203.13536
1757030400000,110730.87,113384.62,110206.96,110659.99,21587.40888
1757116800000,110660.0,111307.7,109977.0,110187.97,5000.29897
1757203200000,110187.98,111600.0,110180.0,111137.34,5681.29944
1757289600000,111137.35,112924.37,110621.78,112065.23,11582.40211
1757376000000,112065.23,113293.29,110766.66,111546.39,15379.28248
1757462400000,111546.38,114313.13,110917.45,113960.0,17517.41823
1757548800000,113960.0,115488.09,113430.0,115482.69,13676.73119
1757635200000,115482.69,116665.63,114740.99,116029.42,15324.10719
1757721600000,116029.41,116298.78,115127.27,115918.29,8269.40394
1757808000000,115918.29,116165.19,115135.0,115268.01,6707.60197
1757894400000,115268.01,116757.99,114384.0,115349.71,13212.51149
1757980800000,115349.71,116964.27,114737.11,116788.96,10926.9094
