timestamp,open,high,low,close,volume
1742860800000,2081.2,2097.7,2041.83,2043.26,63776.9053
1742875200000,2043.25,2066.98,2037.08,2055.55,45714.9026
1742889600000,2055.56,2075.36,2052.44,2068.68,58564.860700000005
1742904000000,2068.68,2080.4,2051.88,2067.67,75513.4319
1742918400000,2067.67,2083.52,2056.51,2075.64,49556.164300000004
1742932800000,2075.64,2082.99,2053.85,2066.15,35639.0644
1742947200000,2066.16,2079.21,2042.6,2049.07,47785.8977
1742961600000,2049.06,2071.4,2047.55,2069.25,49512.9513
1742976000000,2069.26,2075.76,2057.6,2068.51,61640.9566
1742990400000,2068.52,2070.52,2006.66,2012.27,132460.4999
1743004800000,2012.27,2022.13,1981.6,1999.92,100130.393
1743019200000,1999.91,2017.92,1991.85,2009.52,37444.6301
1743033600000,2009.52,2037.38,2006.78,2031.32,41020.331
1743048000000,2031.32,2032.87,2020.95,2026.43,27996.1192
1743062400000,2026.42,2035.92,2012.21,2016.21,54604.8804
1743076800000,2016.21,2026.32,1987.06,2005.49,124157.286
1743091200000,2005.48,2015.16,1993.65,2004.08,67723.9446
1743105600000,2004.13,2020.0,1999.68,2003.66,45132.2771
1743120000000,2003.67,2015.93,1991.63,1999.84,45959.3744
1743134400000,1999.84,2004.7,1900.0,1910.21,204560.9423
1743148800000,1910.21,1925.0,1860.0,1900.48,131084.2217
1743163200000,1900.47,1903.87,1871.58,1872.13,135936.1364
1743177600000,1872.13,1887.28,1862.14,1874.16,67418.3875
1743192000000,1874.17,1902.0,1873.75,1896.9,41208.5209
1743206400000,1896.9,1913.6,1886.27,1899.83,49911.4913
1743220800000,1899.84,1904.96,1875.41,1880.14,49183.2001
1743235200000,1880.14,1887.28,1833.5,1844.55,104293.8926
1743249600000,1844.55,1863.75,1833.84,1840.24,49507.5742
1743264000000,1840.24,1848.12,1797.2,1827.5,121732.8898
1743278400000,1827.5,1830.31,1811.6,1828.08,35140.7075
1743292800000,1828.09,1844.59,1812.69,1834.39,45627.274900000004
1743307200000,1834.39,1846.85,1832.56,1837.74,25482.9237
1743321600000,1837.74,1849.01,1826.49,1833.27,34404.5555
1743336000000,1833.28,1839.71,1790.06,1813.75,80088.8278
1743350400000,1813.76,1834.33,1785.41,1814.22,70663.6853
1743364800000,1814.22,1821.68,1767.69,1807.74,71576.1804
1743379200000,1807.74,1823.5,1776.75,1798.32,83766.4283
1743393600000,1798.32,1813.68,1789.1,1798.92,53143.2359
1743408000000,1798.91,1819.74,1777.79,1813.43,90571.48389999999
1743422400000,1813.43,1854.22,1794.94,1842.23,158823.842
1743436800000,1842.22,1847.34,1817.23,1827.71,68966.6935
1743451200000,1827.71,1834.74,1816.4,1822.43,42583.2216
1743465600000,1822.43,1843.0,1817.88,1835.0,55092.8255
1743480000000,1835.0,1867.91,1831.95,1854.26,50598.2842
1743494400000,1854.26,1892.55,1853.93,1862.36,95925.7841
1743508800000,1862.37,1927.9,1842.42,1918.58,156992.8651
1743523200000,1918.59,1924.17,1901.5,1910.09,53127.4709
1743537600000,1910.1,1922.75,1897.13,1904.98,41251.8676
1743552000000,1904.98,1908.41,1872.39,1876.39,54199.1151
1743566400000,1876.4,1883.3,1852.0,1865.06,62469.3203
1743580800000,1865.07,1888.05,1862.62,1868.72,46565.6618
1743595200000,1868.73,1919.0,1854.27,1901.21,205643.0299
1743609600000,1901.21,1916.1,1882.22,1911.45,91870.8888
1743624000000,1911.45,1957.0,1781.53,1795.22,290092.76639999996
1743638400000,1795.21,1834.88,1788.97,1824.46,86309.6716
1743652800000,1824.47,1845.26,1807.13,1815.31,63173.4782
1743667200000,1815.31,1824.18,1787.23,1795.13,68000.455
1743681600000,1795.13,1800.52,1750.0,1782.27,183694.3886
1743696000000,1782.26,1799.15,1767.23,1787.12,61798.8036
1743710400000,1787.11,1821.84,1779.78,1817.23,45098.221
